,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,entities.hashtags,entities.urls,tipo de post,partido,id_str,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,favorited,retweeted,lang,entities.symbols,entities.user_mentions,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
25,Pablo Cambronero 🇪🇦,Sat Apr 17 10:37:39 +0000 2021,1383369057781510150,"🔴¡Manos a las carteras! El PSOE y su banda nos va a cobrar por bocanada de aire respirado. 

Hay mucha estructura de lifers que mantener. 

Reparten pobreza para garantizarse su riqueza personal.

https://t.co/tedgTe6oqW via @larazon_es https://t.co/tedgTe6oqW","[0, 260]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,0,8613,269,24391,[],"[{'url': 'https://t.co/tedgTe6oqW', 'expanded_url': 'https://www.larazon.es/economia/20210417/5ojg2pk2ebg2pcr7j3p4mnog74.html?utm_source=upday&utm_medium=referral&outputType=amp', 'display_url': 'larazon.es/economia/20210…', 'indices': [197, 220]}, {'url': 'https://t.co/tedgTe6oqW', 'expanded_url': 'https://www.larazon.es/economia/20210417/5ojg2pk2ebg2pcr7j3p4mnog74.html?utm_source=upday&utm_medium=referral&outputType=amp', 'display_url': 'larazon.es/economia/20210…', 'indices': [237, 260]}]",mención,PSOE,1383369057781510150,False,,,,,,,,,,False,False,False,es,[],"[{'screen_name': 'larazon_es', 'name': 'La Razón', 'id': 112694236, 'id_str': '112694236', 'indices': [225, 236]}]",es,recent,2679135387.0,2679135387,PabloCamPiq,Sevilla/ Villagarcía del Llano,Hijo adoptivo de Sevilla. Diputado XIV Legislatura del Congreso de los Diputados. Policía Nacional. Papix2. Semper Fidelis...,,[],False,98.0,Sun Jul 06 13:05:55 +0000 2014,45838.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1248872605773430785/0dCdvLvB_normal.jpg,https://pbs.twimg.com/profile_images/1248872605773430785/0dCdvLvB_normal.jpg,https://pbs.twimg.com/profile_banners/2679135387/1597606962,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Angel,Sat Apr 17 10:37:34 +0000 2021,1383369036348547085,"@equipoGabilondo @PSOE En mozas y anestésico colombiano, el resto para comer algo","[23, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,22,84,6641,[],[],mención,PSOE,1383369036348547085,False,1.38336629464533e+18,1383366294645329925,3042094893.0,3042094893,equipoGabilondo,,,,,False,False,False,es,[],"[{'screen_name': 'equipoGabilondo', 'name': '#ÁngelGabilondo', 'id': 3042094893, 'id_str': '3042094893', 'indices': [0, 16]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [17, 22]}]",es,recent,9.108265664264274e+17,910826566426427392,comolatengotu,,"desde que tengo twitter, me gustan mucho mas los rojillos",,[],False,0.0,Thu Sep 21 11:22:30 +0000 2017,101.0,,,False,False,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,El Bohemio,Sat Apr 17 10:37:30 +0000 2021,1383369019244179464,@kolontai1959 Cada vez esta mas claro ....@kolontai1959 ...el @PSOE ...se presenta para no ganar...candidato y discurso van en esa direccion....por que ?....pues ellxs sabran....,"[14, 178]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,43,51,8043,[],[],mención,PSOE,1383369019244179464,False,1.383366901473026e+18,1383366901473026055,241257094.0,241257094,kolontai1959,,,,,False,False,False,es,[],"[{'screen_name': 'kolontai1959', 'name': 'Kolontai', 'id': 241257094, 'id_str': '241257094', 'indices': [0, 13]}, {'screen_name': 'kolontai1959', 'name': 'Kolontai', 'id': 241257094, 'id_str': '241257094', 'indices': [42, 55]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [62, 67]}]",es,recent,9.829762867327508e+17,982976286732750850,Zapiola1783,,,,[],False,0.0,Sun Apr 08 13:39:44 +0000 2018,9113.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1251141049977896961/KP90R2fi_normal.jpg,https://pbs.twimg.com/profile_images/1251141049977896961/KP90R2fi_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Joaquin,Sat Apr 17 10:37:22 +0000 2021,1383368987354943489,"@Lund__Ilsa @santi544 @Slowly_E @eldiarioes @PSOE @populares Ese es el problema, único que se piensan que son como Peter Pan, entrando de soldados con 18 años y 25 años después siguen siendo los mismos jovenes sin responsabilidad ni cargas familiares, dándoles cursos y formación desde 45 hasta los 65 años. Después problema de otros...","[61, 336]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,132,151,2794,[],[],mención,PSOE,1383368987354943489,False,1.3833625561741066e+18,1383362556174106629,535640873.0,535640873,Lund__Ilsa,,,,,False,False,False,es,[],"[{'screen_name': 'Lund__Ilsa', 'name': 'Baeloclaudia', 'id': 535640873, 'id_str': '535640873', 'indices': [0, 11]}, {'screen_name': 'santi544', 'name': 'Santi CC ❤️💛❤️ 👱👶', 'id': 373085113, 'id_str': '373085113', 'indices': [12, 21]}, {'screen_name': 'Slowly_E', 'name': 'Slowly', 'id': 874379893, 'id_str': '874379893', 'indices': [22, 31]}, {'screen_name': 'eldiarioes', 'name': 'elDiario.es', 'id': 535707261, 'id_str': '535707261', 'indices': [32, 43]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [44, 49]}, {'screen_name': 'populares', 'name': 'Partido Popular', 'id': 20509689, 'id_str': '20509689', 'indices': [50, 60]}]",es,recent,280473042.0,280473042,elejoaky,,,,[],False,0.0,Mon Apr 11 11:48:36 +0000 2011,2833.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1257049688655761413/_8wJyoNz_normal.jpg,https://pbs.twimg.com/profile_images/1257049688655761413/_8wJyoNz_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,José Luis Mallenco,Sat Apr 17 10:37:07 +0000 2021,1383368922129256451,"@Ed_Critica Pues porque el PSOE, que fue el que la provocó deliberadamente, creía firmemente que la iba a ganar y así podría instaurar la criminal dictadura del proletariado. Franco nos libró de esa desgracia.","[12, 209]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,63,332,1400,[],[],mención,PSOE,1383368922129256451,False,1.3827002597558436e+18,1382700259755843588,2665301898.0,2665301898,Ed_Critica,,,,,False,False,False,es,[],"[{'screen_name': 'Ed_Critica', 'name': 'Editorial Crítica', 'id': 2665301898, 'id_str': '2665301898', 'indices': [0, 11]}]",es,recent,1.1847409378613412e+18,1184740937861341184,LuisMallenco,,,,[],False,0.0,Thu Oct 17 08:01:25 +0000 2019,3434.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1249649300629590016/zkm54T_B_normal.jpg,https://pbs.twimg.com/profile_images/1249649300629590016/zkm54T_B_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PP CONDENADO POR CORRUPCIÓN,Sat Apr 17 10:37:02 +0000 2021,1383368900931321858,"@equipoGabilondo Espabila!!! #HazloXMadrid  vota con cabeza... Si el PSOE te vuelve a engañar, esta vez la culpa será tuya!!
#QueHableLaMayoría https://t.co/9lvsTWT8JQ","[17, 143]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,1567,1624,45313,"[{'text': 'HazloXMadrid', 'indices': [29, 42]}, {'text': 'QueHableLaMayoría', 'indices': [125, 143]}]",[],mención,PSOE,1383368900931321858,False,1.383064455894999e+18,1383064455894999040,3042094893.0,3042094893,equipoGabilondo,,,,,False,False,False,es,[],"[{'screen_name': 'equipoGabilondo', 'name': '#ÁngelGabilondo', 'id': 3042094893, 'id_str': '3042094893', 'indices': [0, 16]}]",es,recent,401196208.0,401196208,Maricarmenip,"Vigo, España","La Audiencia Nacional condena al PP a título lucrativo por la trama Gürtel. Según la sentencia, el PP se ha beneficiado de 245.492,08€. No lo olvides al votar.",,[],False,7.0,Sun Oct 30 06:05:50 +0000 2011,123439.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,http://pbs.twimg.com/profile_images/1169651576090353665/1nfuAnKi_normal.jpg,https://pbs.twimg.com/profile_images/1169651576090353665/1nfuAnKi_normal.jpg,https://pbs.twimg.com/profile_banners/401196208/1611728906,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,False,"[{'id': 1383368881675194378, 'id_str': '1383368881675194378', 'indices': [144, 167], 'media_url': 'http://pbs.twimg.com/media/EzK2qyGUUAoGuUa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzK2qyGUUAoGuUa.jpg', 'url': 'https://t.co/9lvsTWT8JQ', 'display_url': 'pic.twitter.com/9lvsTWT8JQ', 'expanded_url': 'https://twitter.com/Maricarmenip/status/1383368900931321858/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 970, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1048, 'h': 1297, 'resize': 'fit'}, 'small': {'w': 549, 'h': 680, 'resize': 'fit'}}}]","[{'id': 1383368881675194378, 'id_str': '1383368881675194378', 'indices': [144, 167], 'media_url': 'http://pbs.twimg.com/media/EzK2qyGUUAoGuUa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzK2qyGUUAoGuUa.jpg', 'url': 'https://t.co/9lvsTWT8JQ', 'display_url': 'pic.twitter.com/9lvsTWT8JQ', 'expanded_url': 'https://twitter.com/Maricarmenip/status/1383368900931321858/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 970, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1048, 'h': 1297, 'resize': 'fit'}, 'small': {'w': 549, 'h': 680, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Isa Bel 🇪🇦🇪🇺,Sat Apr 17 10:36:59 +0000 2021,1383368888419643400,@Francis12333073 Al parecer el PSOE tiene una lista e gente que no ha votado. Y ya sabes cómo son. Yo voy en persona.,"[17, 117]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,1117,1233,12354,[],[],mención,PSOE,1383368888419643400,False,1.3833683440829112e+18,1383368344082911238,1.2664900581625487e+18,1266490058162548740,Francis12333073,,,,,False,False,False,es,[],"[{'screen_name': 'Francis12333073', 'name': 'Francisco Javier Ortiz', 'id': 1266490058162548740, 'id_str': '1266490058162548740', 'indices': [0, 16]}]",es,recent,1.3474378279367066e+18,1347437827936706560,Belisa82754991,"Madrid, Comunidad de Madrid","LIBERTAD sobre socialismo.
Madrid no quiere socialismo ni comunismo. No acepto insultos de nadie.",,[],False,1.0,Fri Jan 08 07:00:00 +0000 2021,41752.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1378122294636257282/mnjr9EQL_normal.jpg,https://pbs.twimg.com/profile_images/1378122294636257282/mnjr9EQL_normal.jpg,https://pbs.twimg.com/profile_banners/1347437827936706560/1618583678,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,crossfitero_madrid,Sat Apr 17 10:36:57 +0000 2021,1383368880379232262,"Vamos a ver, laa últimas elecciones las ganaron el PSOE em la comunidad y en el ayuntamiento Más Madrid. Estas elecciones las va a ganar de calle el PP sin mayoría absoluta, a esta mal llamada izquierda les va a costar muchos años gobernar por las tropelias hechas por dos m https://t.co/t0sSLC8n9w","[0, 274]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,294,302,9819,[],"[{'url': 'https://t.co/t0sSLC8n9w', 'expanded_url': 'https://twitter.com/RM_Nalapa/status/1383367470094843911', 'display_url': 'twitter.com/RM_Nalapa/stat…', 'indices': [275, 298]}]",mención,PSOE,1383368880379232262,False,,,,,,,,,,True,False,False,es,[],[],es,recent,1.3098022217443287e+18,1309802221744328704,madrid_crossfit,,,,[],False,0.0,Sat Sep 26 10:29:29 +0000 2020,8808.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1309810910345691136/aOojx6vx_normal.jpg,https://pbs.twimg.com/profile_images/1309810910345691136/aOojx6vx_normal.jpg,https://pbs.twimg.com/profile_banners/1309802221744328704/1606429850,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,False,,,,1.383367470094844e+18,1383367470094843911,Sat Apr 17 10:31:21 +0000 2021,1.383367470094844e+18,1383367470094843911,"@madrid_crossfit El pasado es eso PASADO...hablamos del futuro de hoy en dia , dicho lo cual , recordar que MADRID ( @MADRID y @ComunidadMadrid ) son feudos de por vida de @populares y lo seguiran siendo 💙🇪🇸💙",False,"[17, 208]",[],[],"[{'screen_name': 'madrid_crossfit', 'name': 'crossfitero_madrid', 'id': 1309802221744328704, 'id_str': '1309802221744328704', 'indices': [0, 16]}, {'screen_name': 'MADRID', 'name': 'Ayuntamiento Madrid', 'id': 816178, 'id_str': '816178', 'indices': [117, 124]}, {'screen_name': 'ComunidadMadrid', 'name': 'Comunidad de Madrid', 'id': 122353251, 'id_str': '122353251', 'indices': [127, 143]}, {'screen_name': 'populares', 'name': 'Partido Popular', 'id': 20509689, 'id_str': '20509689', 'indices': [172, 182]}]",[],,,es,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3833657657226363e+18,1383365765722636300,1.3098022217443287e+18,1309802221744328704,madrid_crossfit,1.3229066351032812e+18,1322906635103281156,Nacho,RM_Nalapa,"Finestrat, España","Vivo y dejo vivir...la Vida la veo como la publico en mis fotos , sin aditivos y al natural 📸🏳️‍🌈 @populares 💙 https://t.co/Tn1bDpmsnI 🇪🇸",,,"[{'url': 'https://t.co/Tn1bDpmsnI', 'expanded_url': 'http://instagram.com/rm_nalapa', 'display_url': 'instagram.com/rm_nalapa', 'indices': [111, 134]}]",False,481.0,707.0,1.0,Sun Nov 01 14:22:04 +0000 2020,50331.0,,,True,False,24616.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1363129012634157060/HHSUav8f_normal.jpg,https://pbs.twimg.com/profile_images/1363129012634157060/HHSUav8f_normal.jpg,https://pbs.twimg.com/profile_banners/1322906635103281156/1616017863,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,0.0,1.0,False,False,,es,,
33,Socialismo=Ruina,Sat Apr 17 10:36:55 +0000 2021,1383368870799417347,@PSOE @equipoGabilondo Pero este hombre en donde vive. Esta gaga,"[23, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,541,850,14501,[],[],mención,PSOE,1383368870799417347,False,1.3833542562630615e+18,1383354256263061504,50982086.0,50982086,PSOE,,,,,False,False,False,es,[],"[{'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [0, 5]}, {'screen_name': 'equipoGabilondo', 'name': '#ÁngelGabilondo', 'id': 3042094893, 'id_str': '3042094893', 'indices': [6, 22]}]",es,recent,1.2463432141955277e+18,1246343214195527681,RuinaSocialismo,Calle Ferraz,Antisocialista. Enemigo del socialismo y del PSOE. El socialismo es un cáncer y la única manera de que podamos sobrevivir es eliminándolo,,[],False,0.0,Sat Apr 04 07:46:06 +0000 2020,16277.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1246343645428625409/ul6LZXiT_normal.jpg,https://pbs.twimg.com/profile_images/1246343645428625409/ul6LZXiT_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,POBREMITA 🔻⚪,Sat Apr 17 10:36:45 +0000 2021,1383368828139180041,@GonzaloFotograf @rosadiezglez @PSOE @PODEMOS @MasMadridCM Nohotro loh putho roho zemoh iguá de iolagramputas que loh putho faxistas. Pero el @PabloIglesias  zolo quiere AZEMOH bé que ez mentira!! A que zi! @agarzon ?,"[59, 217]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,23,91,679,[],[],mención,PSOE,1383368828139180041,False,1.383337489264304e+18,1383337489264304133,2751783030.0,2751783030,GonzaloFotograf,,,,,False,False,False,es,[],"[{'screen_name': 'GonzaloFotograf', 'name': 'Gonzalo Garcia', 'id': 2751783030, 'id_str': '2751783030', 'indices': [0, 16]}, {'screen_name': 'rosadiezglez', 'name': 'Rosa Díez', 'id': 3018165370, 'id_str': '3018165370', 'indices': [17, 30]}, {'screen_name': 'PSOE', 'name': 'PSOE', 'id': 50982086, 'id_str': '50982086', 'indices': [31, 36]}, {'screen_name': 'PODEMOS', 'name': 'PODEMOS', 'id': 2288138575, 'id_str': '2288138575', 'indices': [37, 45]}, {'screen_name': 'MasMadridCM', 'name': 'Más Madrid', 'id': 1083706989589483523, 'id_str': '1083706989589483523', 'indices': [46, 58]}, {'screen_name': 'PabloIglesias', 'name': 'Pablo Iglesias 🔻', 'id': 158342368, 'id_str': '158342368', 'indices': [142, 156]}, {'screen_name': 'agarzon', 'name': 'Alberto Garzón🔻', 'id': 11904592, 'id_str': '11904592', 'indices': [207, 215]}]",es,recent,1.318863483769901e+18,1318863483769901056,Pobremita1,,FAKE PUTHO ROHO IOLAGRAMPUTA .NOHOTRO LOH IOLAGRAMPUTAS LE COMEMO LA POIA AR PENIQUE,,[],False,0.0,Wed Oct 21 10:35:46 +0000 2020,92.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1327989408214245376/soDOprUw_normal.jpg,https://pbs.twimg.com/profile_images/1327989408214245376/soDOprUw_normal.jpg,https://pbs.twimg.com/profile_banners/1318863483769901056/1605452321,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,David Montero,Sat Apr 17 10:36:35 +0000 2021,1383368787127271425,@WillyTolerdoo Desde hace más de 20 años el PSOE madrileño trabaja para el PP,"[15, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,0,5,105,[],[],mención,PSOE,1383368787127271425,False,1.3831502191609078e+18,1383150219160907786,3014465871.0,3014465871,WillyTolerdoo,,,,,False,False,False,es,[],"[{'screen_name': 'WillyTolerdoo', 'name': 'Willy Tolerdo', 'id': 3014465871, 'id_str': '3014465871', 'indices': [0, 14]}]",es,recent,7.462960363863081e+17,746296036386308096,DavidMo07091964,Barcelona,,,[],False,0.0,Fri Jun 24 10:56:55 +0000 2016,27.0,,,False,False,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
