,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,entities.hashtags,entities.urls,tipo de post,partido,id_str,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,favorited,retweeted,lang,entities.symbols,entities.user_mentions,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media,user.entities.url.urls,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.full_text,quoted_status.truncated,quoted_status.display_text_range,quoted_status.entities.hashtags,quoted_status.entities.symbols,quoted_status.entities.user_mentions,quoted_status.entities.urls,quoted_status.entities.media,quoted_status.extended_entities.media,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_banner_url,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.possibly_sensitive,quoted_status.lang,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str
11,alejandro vig 🇪🇸,Sat Apr 17 10:40:50 +0000 2021,1383369858620923907,"hay países donde por incumplir reiteradamente la ley te juegas una larga condena... y luego están los países de pandereta, con legisladores de pandereta, jueces de pandereta y ciudadanos/votantes de pandereta. 💃🏻🤡

https://t.co/g59jXGiuib https://t.co/sGzRloliRM https://t.co/ZJlayTMq56","[0, 262]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,4816,5272,18633,[],"[{'url': 'https://t.co/g59jXGiuib', 'expanded_url': 'https://www.lavanguardia.com/vida/20160123/301604886982/cadena-perpetua-para-un-hombre-con-10-condenas-por-conducir-borracho-en-eeuu.html?facet=amp', 'display_url': 'lavanguardia.com/vida/20160123/…', 'indices': [215, 238]}, {'url': 'https://t.co/sGzRloliRM', 'expanded_url': 'https://twitter.com/okdiario/status/1383358832462635008', 'display_url': 'twitter.com/okdiario/statu…', 'indices': [239, 262]}]",mención,Ciudadanos,1383369858620923907,False,,,,,,,,,,True,False,False,es,[],[],es,recent,422854009.0,422854009,alejandrovig1,España,#SiguemeYTeSigoVOX,,[],False,1.0,Sun Nov 27 19:33:34 +0000 2011,10501.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/441273445389574144/3JEolHev_normal.jpeg,https://pbs.twimg.com/profile_images/441273445389574144/3JEolHev_normal.jpeg,https://pbs.twimg.com/profile_banners/422854009/1547525596,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,False,"[{'id': 1383369851427704836, 'id_str': '1383369851427704836', 'indices': [263, 286], 'media_url': 'http://pbs.twimg.com/media/EzK3jOtVUAQJBve.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzK3jOtVUAQJBve.jpg', 'url': 'https://t.co/ZJlayTMq56', 'display_url': 'pic.twitter.com/ZJlayTMq56', 'expanded_url': 'https://twitter.com/alejandrovig1/status/1383369858620923907/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1125, 'h': 1531, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 882, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 500, 'h': 680, 'resize': 'fit'}}}]","[{'id': 1383369851427704836, 'id_str': '1383369851427704836', 'indices': [263, 286], 'media_url': 'http://pbs.twimg.com/media/EzK3jOtVUAQJBve.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzK3jOtVUAQJBve.jpg', 'url': 'https://t.co/ZJlayTMq56', 'display_url': 'pic.twitter.com/ZJlayTMq56', 'expanded_url': 'https://twitter.com/alejandrovig1/status/1383369858620923907/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1125, 'h': 1531, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 882, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 500, 'h': 680, 'resize': 'fit'}}}]",,1.383358832462635e+18,1383358832462635008,Sat Apr 17 09:57:01 +0000 2021,1.383358832462635e+18,1383358832462635008,La Policía detiene en 22 ocasiones en menos de un mes a dos hombres y una mujeres por distintos robos https://t.co/GASLtOSWr5,False,"[0, 125]",[],[],[],"[{'url': 'https://t.co/GASLtOSWr5', 'expanded_url': 'https://okdiario.com/andalucia/policia-detiene-22-ocasiones-menos-mes-dos-hombres-mujeres-distintos-robos-7101219?utm_term=Autofeed&utm_medium=social&utm_source=Twitter#Echobox=1618653374', 'display_url': 'okdiario.com/andalucia/poli…', 'indices': [102, 125]}]",,,es,recent,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",,,,,,3439292716.0,3439292716,okdiario.com,okdiario,Madrid,Vienen a por nosotros ¡Apóyanos! https://t.co/sEka5QWEzr,https://t.co/zqjJoDJ9U7,"[{'url': 'https://t.co/zqjJoDJ9U7', 'expanded_url': 'http://okdiario.com/', 'display_url': 'okdiario.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/sEka5QWEzr', 'expanded_url': 'https://inconformistas.okdiario.com/', 'display_url': 'inconformistas.okdiario.com', 'indices': [33, 56]}]",False,330633.0,381.0,2119.0,Tue Aug 25 14:59:51 +0000 2015,2445.0,,,False,True,244622.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1253701691322576898/milMTuHC_normal.jpg,https://pbs.twimg.com/profile_images/1253701691322576898/milMTuHC_normal.jpg,https://pbs.twimg.com/profile_banners/3439292716/1549834014,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,3.0,False,False,False,es,,
12,@ferinolfio,Sat Apr 17 10:40:44 +0000 2021,1383369832960118787,@europapress @agarzon con la lucha se  consiguió liberar de la miseria a los ciudadanos de regímenes comunistas,"[13, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,195,381,12466,[],[],mención,Ciudadanos,1383369832960118787,False,1.3833581788936028e+18,1383358178893602819,121385551.0,121385551,europapress,,,,,False,False,False,es,[],"[{'screen_name': 'europapress', 'name': 'Europa Press', 'id': 121385551, 'id_str': '121385551', 'indices': [0, 12]}, {'screen_name': 'agarzon', 'name': 'Alberto Garzón🔻', 'id': 11904592, 'id_str': '11904592', 'indices': [13, 21]}]",es,recent,1.1537702662517146e+18,1153770266251714560,ferinolfio,Covadonga,"Por Dios, por El Rey y por España 🇪🇸",,[],False,1.0,Tue Jul 23 20:54:02 +0000 2019,5406.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1153771361606807555/GB4BAEBB_normal.jpg,https://pbs.twimg.com/profile_images/1153771361606807555/GB4BAEBB_normal.jpg,https://pbs.twimg.com/profile_banners/1153770266251714560/1565222054,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Raul 🍋🍊🇪🇦 Mía Tambien,Sat Apr 17 10:40:24 +0000 2021,1383369748654694400,"@thaumetopoea_pi @jancarpa @pititorres @MarcoAntonioFE @PopularesMurcia @Rebepl @Ppguillenparra @jpachecomendez @Ballesta_Murcia @navarro_corchon @MerBernabe @soymiguelangelp @jfmumo Lágrimas de cocodrilo, lo peor de la política es que sus políticos crean que los ciudadanos son idiotas en el sentido Aristotélico del término, pues en Bsrriomar no todo el mundo es idiota aunque ellos lo piensen y lo deseen","[183, 407]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,513,834,28450,[],[],mención,Ciudadanos,1383369748654694400,False,1.3833107642707763e+18,1383310764270776321,8.243337855001068e+17,824333785500106753,thaumetopoea_pi,,,,,False,False,False,es,[],"[{'screen_name': 'thaumetopoea_pi', 'name': '🗣 ℂ𝕒𝕣𝕞𝕖𝕟', 'id': 824333785500106753, 'id_str': '824333785500106753', 'indices': [0, 16]}, {'screen_name': 'jancarpa', 'name': 'José Ángel', 'id': 1101147229400768513, 'id_str': '1101147229400768513', 'indices': [17, 26]}, {'screen_name': 'pititorres', 'name': 'Piti Torres', 'id': 625979476, 'id_str': '625979476', 'indices': [27, 38]}, {'screen_name': 'MarcoAntonioFE', 'name': 'Marco Antonio', 'id': 430812680, 'id_str': '430812680', 'indices': [39, 54]}, {'screen_name': 'PopularesMurcia', 'name': 'Populares de Murcia', 'id': 493960916, 'id_str': '493960916', 'indices': [55, 71]}, {'screen_name': 'Rebepl', 'name': 'Rebeca Pérez', 'id': 3324579407, 'id_str': '3324579407', 'indices': [72, 79]}, {'screen_name': 'Ppguillenparra', 'name': 'Pepe Guillén Parra', 'id': 492575933, 'id_str': '492575933', 'indices': [80, 95]}, {'screen_name': 'jpachecomendez', 'name': 'Jesús Pacheco', 'id': 147179398, 'id_str': '147179398', 'indices': [96, 111]}, {'screen_name': 'Ballesta_Murcia', 'name': 'José Ballesta', 'id': 3101453933, 'id_str': '3101453933', 'indices': [112, 128]}, {'screen_name': 'navarro_corchon', 'name': 'Antonio Navarro', 'id': 3317307088, 'id_str': '3317307088', 'indices': [129, 145]}, {'screen_name': 'MerBernabe', 'name': 'Mercedes Bernabé', 'id': 937433675469328385, 'id_str': '937433675469328385', 'indices': [146, 157]}, {'screen_name': 'soymiguelangelp', 'name': 'Miguel Ángel Pérez H', 'id': 236479308, 'id_str': '236479308', 'indices': [158, 174]}, {'screen_name': 'jfmumo', 'name': 'JOSE FRANCISCO MUÑOZ MORENO', 'id': 1042071493977546754, 'id_str': '1042071493977546754', 'indices': [175, 182]}]",es,recent,1230872402.0,1230872402,RaulMP5,Murcia (España),"Murcianista y  del Atletico, Casero, anti nada pero cansado de los que hacen daño a los debiles y cansado de nacionalismos estupidos",,[],False,16.0,Fri Mar 01 18:41:19 +0000 2013,36724.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/772082769417629696/xD7sNhDu_normal.jpg,https://pbs.twimg.com/profile_images/772082769417629696/xD7sNhDu_normal.jpg,https://pbs.twimg.com/profile_banners/1230872402/1423858121,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PURIFICACION PARRA ,Sat Apr 17 10:40:17 +0000 2021,1383369719244201985,"@Tonicanto1 Porque es falso hasta la médula.A él, la gente, los ciudadanos les importa un bledo.Sólo suelta un mensaje populista y luego se va a su chalet de Galapagar y se olvida d todo q ha dicho.Él no hace política de juega a la política.Y los trabajadores le importan como las residencias","[12, 292]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,3,21,708,[],[],mención,Ciudadanos,1383369719244201985,False,1.3782709328301507e+18,1378270932830150656,249122306.0,249122306,Tonicanto1,,,,,False,False,False,es,[],"[{'screen_name': 'Tonicanto1', 'name': 'Toni Cantó', 'id': 249122306, 'id_str': '249122306', 'indices': [0, 11]}]",es,recent,1238941134.0,1238941134,ajnp_pl,,,,[],False,0.0,Sun Mar 03 13:52:02 +0000 2013,167.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1326873987662671877/DwfTn87B_normal.jpg,https://pbs.twimg.com/profile_images/1326873987662671877/DwfTn87B_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Pat B B🌲,Sat Apr 17 10:39:36 +0000 2021,1383369546967306242,"@presidentedechi Te enriquesiste un 70% más , mientras q los ciudadanos q hemos trabajado 40 años cada día más Pobres, vergüenza de ser humano, tu DESENDENCIA lo pagará ..eres un asco tu y toda tu familia 3er retiro , Chile te detesta","[0, 234]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,12,52,1625,[],[],mención,Ciudadanos,1383369546967306242,False,,,229918819.0,229918819,presidentedechi,,,,,False,False,False,es,[],"[{'screen_name': 'presidentedechi', 'name': 'presidente piñera', 'id': 229918819, 'id_str': '229918819', 'indices': [0, 16]}]",es,recent,2480558520.0,2480558520,patriciabergerb,,,,[],False,0.0,Tue May 06 22:22:42 +0000 2014,367.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/463807026368221185/fP726GHe_normal.jpeg,https://pbs.twimg.com/profile_images/463807026368221185/fP726GHe_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,SISUMISU,Sat Apr 17 10:39:23 +0000 2021,1383369490813968395,"Casado no quiere consejeros de Vox en el próximo gobierno de Ayuso - Vozpópuli. La candidata popular a la Presidencia de la Comunidad de Madrid asegura, no obstante, que contará con “gestores” de la formación de Abascal y de Ciudadanos
#FelizSabado

https://t.co/l4C4k5ZJ84","[0, 273]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,8985,8275,142069,"[{'text': 'FelizSabado', 'indices': [236, 248]}]","[{'url': 'https://t.co/l4C4k5ZJ84', 'expanded_url': 'https://www.vozpopuli.com/espana/casado-vox-gobierno-ayuso.html', 'display_url': 'vozpopuli.com/espana/casado-…', 'indices': [250, 273]}]",mención,Ciudadanos,1383369490813968395,False,,,,,,,,,,False,False,False,es,[],[],es,recent,2949065723.0,2949065723,SisuMisu3,,"AMO A LOS ANIMALES  SU LIBERTAD.LEER NOVELA HISTORICA,PERO ANTE TODO, DEFENDER LO JUSTO. SOY REPÚBLICANA. Mi otra cuenta es @SisuMisu2 activista",,[],False,37.0,Mon Dec 29 11:54:26 +0000 2014,91334.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1305137117455056897/3qsrjAy2_normal.jpg,https://pbs.twimg.com/profile_images/1305137117455056897/3qsrjAy2_normal.jpg,https://pbs.twimg.com/profile_banners/2949065723/1513372062,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Edu Lan,Sat Apr 17 10:38:53 +0000 2021,1383369365156884482,"@horaciorlarreta Si no hay clases el lunes, despedite de tu carrera política!!!  Hasta ahora no demostrás que defendes a la Ciudad y a nosotros como ciudadanos.","[17, 160]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,0,419,491,34276,[],[],mención,Ciudadanos,1383369365156884482,False,1.3831237347944899e+18,1383123734794489861,77009449.0,77009449,horaciorlarreta,,,,,False,False,False,es,[],"[{'screen_name': 'horaciorlarreta', 'name': 'Horacio Rodríguez Larreta ✋🏼🧼🤚🏼', 'id': 77009449, 'id_str': '77009449', 'indices': [0, 16]}]",es,recent,1623925466.0,1623925466,Edulan23,Ciudad Autónoma de Buenos Aire,"Tolerancia cero con corruptos. Nada es gratis! 
Soy del 1%",,[],False,0.0,Fri Jul 26 21:39:08 +0000 2013,39593.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://pbs.twimg.com/profile_banners/1623925466/1580489217,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,True,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Veterans5,Sat Apr 17 10:38:30 +0000 2021,1383369270680190984,@FonsiLoaiza @olgazepam LO CURIOSO ES QUE SE ATREVEN SIEMPRE CONTRA CIUDADANOS PERO NUNCA CONTRA DELICUENTES Y ESO ES PORQUE LA PROPIA LEY AMPARA A LOS DELINCUENTES EN ESTE PAIS Y ESA LEY ESTA ECHA POR LOS PRINCIPALES DELINCUENTES CORRUPTOS QUE SON POLITICOS Y BANQUEROS,"[24, 270]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,13,66,1850,[],[],mención,Ciudadanos,1383369270680190984,False,1.3831059482653737e+18,1383105948265373697,94324983.0,94324983,FonsiLoaiza,,,,,False,False,False,es,[],"[{'screen_name': 'FonsiLoaiza', 'name': 'Fonsi Loaiza', 'id': 94324983, 'id_str': '94324983', 'indices': [0, 12]}, {'screen_name': 'olgazepam', 'name': 'artista incomprendida', 'id': 1286452082799783937, 'id_str': '1286452082799783937', 'indices': [13, 23]}]",es,recent,1.165703689266434e+18,1165703689266434049,Veterans51,,,,[],False,0.0,Sun Aug 25 19:13:31 +0000 2019,4771.0,,,False,False,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Perickles,Sat Apr 17 10:37:40 +0000 2021,1383369062403559429,@Sophialada Juan Marín eres un impresentable en el centro de Málaga no se puede vivir entre los botellones y los bares.   No miráis por los ciudadanos solo queréis dinero y poder que os jodan,"[12, 191]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,5,16,266,[],[],mención,Ciudadanos,1383369062403559429,False,1.3830227099914772e+18,1383022709991477256,856279364.0,856279364,Sophialada,,,,,False,False,False,es,[],"[{'screen_name': 'Sophialada', 'name': 'A.N.I.T.A', 'id': 856279364, 'id_str': '856279364', 'indices': [0, 11]}]",es,recent,1.306304435551957e+18,1306304435551956992,Perickles10,"Málaga, España",,,[],False,0.0,Wed Sep 16 18:50:35 +0000 2020,160.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1307325416525443072/6gmmaqOw_normal.jpg,https://pbs.twimg.com/profile_images/1307325416525443072/6gmmaqOw_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Ara ⚘,Sat Apr 17 10:37:26 +0000 2021,1383369001787564043,"@HAM120539 Y el peje se lo aprendio, porque ahora no ve a nadie de los ciudadanos cuando anda en gira","[11, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,555,570,8748,[],[],mención,Ciudadanos,1383369001787564043,False,1.3815574226412667e+18,1381557422641266688,1202589992.0,1202589992,HAM120539,,,,,False,False,False,es,[],"[{'screen_name': 'HAM120539', 'name': 'Hector Aguilar', 'id': 1202589992, 'id_str': '1202589992', 'indices': [0, 10]}]",es,recent,9.119853964976374e+17,911985396497637376,aracelilpezsol1,,,,[],False,0.0,Sun Sep 24 16:07:17 +0000 2017,7727.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1366416100452421635/S71_zVXO_normal.jpg,https://pbs.twimg.com/profile_images/1366416100452421635/S71_zVXO_normal.jpg,https://pbs.twimg.com/profile_banners/911985396497637376/1615866284,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"AL PAN, PAN",Sat Apr 17 10:37:19 +0000 2021,1383368973551423492,@elespanolcom @InesArrimadas Todo eso está muy bien pero Ciudadanos apoyó al PSOE en la alcaldía de Murcia para echar al alcalde del PP. Apoyaró por lo tanto a los separatistas y a los proetarras.,"[29, 196]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,1,53,290,[],[],mención,Ciudadanos,1383368973551423492,False,1.3831247602179318e+18,1383124760217931779,2905232597.0,2905232597,elespanolcom,,,,,False,False,False,es,[],"[{'screen_name': 'elespanolcom', 'name': 'EL ESPAÑOL', 'id': 2905232597, 'id_str': '2905232597', 'indices': [0, 13]}, {'screen_name': 'InesArrimadas', 'name': 'Inés Arrimadas', 'id': 552561770, 'id_str': '552561770', 'indices': [14, 28]}]",es,recent,9.521870439621468e+17,952187043962146816,jarabacoa_bda,,,,[],False,0.0,Sat Jan 13 14:34:16 +0000 2018,2.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1249400486689738752/HnLn-OWH_normal.jpg,https://pbs.twimg.com/profile_images/1249400486689738752/HnLn-OWH_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,anitalola,Sat Apr 17 10:37:14 +0000 2021,1383368951007092736,@quiquepeinado No es Madrid quien amenaza ( ni sus ciudadanos). Si no su gobierno.,"[15, 82]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,32,80,719,[],[],mención,Ciudadanos,1383368951007092736,False,1.383120521278161e+18,1383120521278160898,189906799.0,189906799,quiquepeinado,,,,,False,False,False,es,[],"[{'screen_name': 'quiquepeinado', 'name': 'Quique Peinado', 'id': 189906799, 'id_str': '189906799', 'indices': [0, 14]}]",es,recent,2396801917.0,2396801917,anitalola73,,Administrativo en Fraternidad Muprespa,,[],False,0.0,Tue Mar 18 21:27:35 +0000 2014,551.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1326850073033117697/vjxRrmdT_normal.jpg,https://pbs.twimg.com/profile_images/1326850073033117697/vjxRrmdT_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,JustinianoAlberdi,Sat Apr 17 10:37:07 +0000 2021,1383368921214976002,"@PODEMOS @PabloIglesias Lo curioso es que acusa de secuestrar a los ciudadanos a la presidenta que más ha luchado por NO encerrar a la gente, por dejarla trabajar y por darle material sanitario para luchar contra la pandemia.
Dato mata relato.","[24, 243]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,87,498,2088,[],[],mención,Ciudadanos,1383368921214976002,False,1.3833626642403492e+18,1383362664240349194,2288138575.0,2288138575,PODEMOS,,,,,False,False,False,es,[],"[{'screen_name': 'PODEMOS', 'name': 'PODEMOS', 'id': 2288138575, 'id_str': '2288138575', 'indices': [0, 8]}, {'screen_name': 'PabloIglesias', 'name': 'Pablo Iglesias 🔻', 'id': 158342368, 'id_str': '158342368', 'indices': [9, 23]}]",es,recent,1.2049032335268823e+18,1204903233526882306,JustinianoAlbe5,,Liberal y minarquista. “Es un déspota todo aquel que cree que ser opositor al gobierno es ser traidor a la patria” Juan Bautista Alberdi,,[],False,1.0,Wed Dec 11 23:18:24 +0000 2019,28073.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1204906428282130434/Xq8Ro1v6_normal.jpg,https://pbs.twimg.com/profile_images/1204906428282130434/Xq8Ro1v6_normal.jpg,https://pbs.twimg.com/profile_banners/1204903233526882306/1585400490,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
